folder,record,name,blue_before,blue_after,ew_before,ew_after,adopted
029_Mrk_335_COMBINED,REJECT_ALL_iter02_noncivmasks,Mrk 335_COMBINED,59.38121176138286,59.38121176138286,97.10768207951243,96.63557988845346,True
029_Mrk_335_FOS,BEST_iter08_gtr_plus1510abs,Mrk 335_FOS,-78.78126855460229,-78.78126855460229,80.70497435749922,80.70497435749922,True
030_NGC_863_COS,BEST_iter04_gtr_prior,NGC 863_COS,-78.78126855460229,-78.78126855460229,225.04952557288865,225.04952557288865,True
031_ESO_31-8_COS,REJECT_ALL_iter03_allmasks,ESO 31-8_COS,-562.8339830136417,-562.8339830136417,141.52992669794904,141.52992669794904,True
032_Z_291-51_STIS,BEST_iter06_gtr_hand_z69,Z 291-51_STIS,-9.680667062489581,-9.680667062489581,218.21994969644933,218.22007007173684,True
033_Z_229-15_STIS,BEST_iter03_allmasks,Z 229-15_STIS,266.5087642305957,266.5087642305957,241.25310407403236,241.25310407403236,True
035_2MASX-J00391586-5117013_COMBINED,REJECT_ALL_iter01_baseline,2MASX-J00391586-5117013_COMBINED,-78.78126855460229,-78.78126855460229,38.257898457304535,38.257898457304535,True
036_Mrk_290_COMBINED,REJECT_ALL_iter03_allmasks,Mrk 290_COMBINED,9574.141002142673,9574.141002142673,0.0,0.0,True
037_Mrk_279_STIS,BEST_iter01_gtr_prior,Mrk 279_STIS,-78.78126855460229,-78.78126855460229,105.71752143459092,105.30158840875319,True
038_Mrk_493_STIS,BEST_iter04_itermasks,Mrk 493_STIS,197.48560807496355,197.48560807496355,155.6397389364317,155.7427658228923,True
039_Mrk_817_STIS,BEST_iter03_allmasks,Mrk 817_STIS,-78.78126855460229,-78.78126855460229,81.99191711220935,81.98276990886286,True
040_AKN120_STIS,REJECT_ALL_iter03_allmasks,AKN120_STIS,1231.1678756744097,1231.1678756744097,112.13517239554838,112.13517239554838,True
